project,street,postal,year,typeOfSale,propertyType,price_psm,lat,lon
DUO RESIDENCES,FRASER STREET,,2022,3,Apartment,22394.3661971831,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2022,3,Apartment,23500.0,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2022,3,Apartment,23444.444444444445,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2022,3,Apartment,28126.764705882353,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2022,3,Apartment,24612.5,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2023,3,Apartment,22500.0,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2023,3,Apartment,23924.7311827957,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2023,3,Apartment,26375.0,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2023,3,Apartment,32051.28205128205,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2023,3,Apartment,22777.777777777777,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2023,3,Apartment,23300.97087378641,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2022,3,Apartment,22666.666666666668,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2023,3,Apartment,21181.81818181818,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2023,3,Apartment,23000.0,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2023,3,Apartment,22222.20895522388,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2023,3,Apartment,25052.63157894737,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2023,3,Apartment,22892.30769230769,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,24137.931034482757,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,24166.666666666668,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,23224.48979591837,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2023,3,Apartment,23076.923076923078,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,22222.222222222223,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2023,3,Apartment,23648.979591836734,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,23191.489361702126,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,24897.4358974359,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,22727.272727272728,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,24560.0,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2023,3,Apartment,23191.489361702126,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,21232.625,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2023,3,Apartment,23592.233009708736,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2023,3,Apartment,26052.63157894737,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2023,3,Apartment,24077.66990291262,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,23134.328358208953,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2023,3,Apartment,21166.666666666668,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,22500.0,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,26315.78947368421,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,22333.333333333332,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,25368.42105263158,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,22833.333333333332,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2023,3,Apartment,20451.375,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,21833.333333333332,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,22468.75,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,23731.34328358209,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,23333.333333333332,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,25000.0,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,23600.0,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,21774.1935483871,1.299162959678172,103.8578595369466
DUO RESIDENCES,FRASER STREET,,2024,3,Apartment,22435.897435897437,1.299162959678172,103.8578595369466
THE MAYLEA,PASIR PANJANG ROAD,,2022,3,Condominium,17142.85714285714,1.280709388089575,103.7853232490715
THE MAYLEA,PASIR PANJANG ROAD,,2022,3,Condominium,14893.617021276596,1.280709388089575,103.7853232490715
THE MAYLEA,PASIR PANJANG ROAD,,2022,3,Condominium,16511.11111111111,1.280709388089575,103.7853232490715
THE MAYLEA,PASIR PANJANG ROAD,,2022,3,Condominium,14992.77922077922,1.280709388089575,103.7853232490715
THE MAYLEA,PASIR PANJANG ROAD,,2022,3,Condominium,15578.947368421053,1.280709388089575,103.7853232490715
THE MAYLEA,PASIR PANJANG ROAD,,2022,3,Condominium,14187.5,1.280709388089575,103.7853232490715
THE MAYLEA,PASIR PANJANG ROAD,,2023,3,Condominium,14666.666666666666,1.280709388089575,103.7853232490715
THE MAYLEA,PASIR PANJANG ROAD,,2023,3,Condominium,17444.444444444445,1.280709388089575,103.7853232490715
THE MAYLEA,PASIR PANJANG ROAD,,2023,3,Condominium,18369.565217391304,1.280709388089575,103.7853232490715
THE MAYLEA,PASIR PANJANG ROAD,,2024,3,Condominium,18392.85714285714,1.280709388089575,103.7853232490715
THE MAYLEA,PASIR PANJANG ROAD,,2024,3,Condominium,18478.260869565216,1.280709388089575,103.7853232490715
THE MAYLEA,PASIR PANJANG ROAD,,2024,3,Condominium,16049.382716049382,1.280709388089575,103.7853232490715
THE MAYLEA,PASIR PANJANG ROAD,,2024,3,Condominium,17719.298245614034,1.280709388089575,103.7853232490715
THE MAYLEA,PASIR PANJANG ROAD,,2024,3,Condominium,15469.135802469136,1.280709388089575,103.7853232490715
THE MAYLEA,PASIR PANJANG ROAD,,2024,3,Condominium,17094.017094017094,1.280709388089575,103.7853232490715
SOUTH BEACH RESIDENCES,BEACH ROAD,,2022,3,Apartment,46448.08743169399,1.294385183752485,103.8560297970998
SOUTH BEACH RESIDENCES,BEACH ROAD,,2023,3,Apartment,48483.14606741573,1.294385183752485,103.8560297970998
SOUTH BEACH RESIDENCES,BEACH ROAD,,2024,3,Apartment,33301.88679245283,1.294385183752485,103.8560297970998
SOUTH BEACH RESIDENCES,BEACH ROAD,,2024,3,Apartment,36571.42857142857,1.294385183752485,103.8560297970998
THE CLEMENTVALE,MAS KUNING TERRACE,,2024,3,Terrace,18666.666666666668,1.308249308770944,103.764903536904
THE CLEMENTVALE,MAS KUNING TERRACE,,2024,3,Terrace,13488.59776807375,1.308249308770944,103.764903536904
HUNDRED TREES,WEST COAST DRIVE,,2022,3,Condominium,17190.0826446281,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2022,3,Condominium,15737.704918032787,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2022,3,Condominium,16575.342465753423,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2022,3,Condominium,17372.26277372263,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2022,3,Condominium,18248.17518248175,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2023,3,Condominium,17045.454545454544,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2022,3,Condominium,16235.29411764706,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2022,3,Condominium,17407.40740740741,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2023,3,Condominium,18065.693430656935,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2023,3,Condominium,18102.189781021898,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2023,3,Condominium,17123.287671232876,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2023,3,Condominium,19708.029197080294,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2023,3,Condominium,18287.671232876713,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2023,3,Condominium,17506.84931506849,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2023,3,Condominium,17529.41176470588,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2023,3,Condominium,15882.35294117647,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2024,3,Condominium,17328.76712328767,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2024,3,Condominium,17808.219178082192,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2024,3,Condominium,17741.176470588234,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2024,3,Condominium,20255.474452554743,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2024,3,Condominium,18117.647058823528,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2024,3,Condominium,20437.956204379563,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2024,3,Condominium,19058.823529411766,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2024,3,Condominium,19669.421487603307,1.314099304006818,103.7594480670345
HUNDRED TREES,WEST COAST DRIVE,,2024,3,Condominium,19058.823529411766,1.314099304006818,103.7594480670345
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,25147.058823529413,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,25235.29411764706,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,24823.529411764706,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,24823.529411764706,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,24823.529411764706,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,30833.333333333332,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,26602.941176470587,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,32714.285714285714,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,25506.666666666668,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,25184.615384615383,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,24705.882352941175,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,24823.529411764706,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,26441.55844155844,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,24823.529411764706,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,24808.823529411766,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,25808.823529411766,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,25942.941176470587,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,24234.567901234568,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,26846.153846153848,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,27397.058823529413,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,25058.823529411766,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,25941.176470588234,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,26384.615384615383,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,24970.58823529412,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,26233.766233766233,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,27389.61038961039,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,27061.53846153846,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,27892.30769230769,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,26396.363636363636,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,31975.60975609756,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,24814.814814814814,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,28492.30769230769,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,32558.13953488372,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,32302.325581395347,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,25413.333333333332,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,32813.95348837209,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,27298.7012987013,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,26779.41176470588,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2023,1,Apartment,24913.58024691358,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2023,1,Apartment,26677.2,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2023,1,Apartment,27954.545454545456,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,26120.0,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,26213.333333333332,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,27840.0,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,26306.666666666668,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,27883.116883116883,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2023,1,Apartment,28846.153846153848,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2023,1,Apartment,35463.41463414634,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2022,1,Apartment,34097.560975609755,1.273862943505204,103.8437104845058
ONE BERNAM,BERNAM STREET,,2023,1,Apartment,28338.46153846154,1.273862943505204,103.8437104845058
