Feature,Value_scaled,Value_true,Average_ECSI,Average_SEVI,Std_ECSI,Std_SEVI
DIS_MRT,1.223546,3199.072742,0.039771,-0.375073,0.668685,0.582326
DIS_MRT,1.32331,3349.004603,0.025317,-0.393587,0.654384,0.578204
DIS_MRT,1.423074,3498.936464,0.010265,-0.410942,0.640754,0.574848
DIS_MRT,1.522839,3648.868325,-0.004793,-0.427067,0.628414,0.572224
DIS_MRT,1.622603,3798.800187,-0.019849,-0.441898,0.617197,0.570314
DIS_MRT,1.722367,3948.732048,-0.034645,-0.45541,0.607006,0.56903
DIS_MRT,1.822132,4098.663909,-0.049135,-0.467604,0.59745,0.568347
DIS_MRT,1.921896,4248.59577,-0.063068,-0.478652,0.588967,0.568211
DIS_MRT,2.021661,4398.527632,-0.076459,-0.48857,0.580932,0.568498
DIS_MRT,2.121425,4548.459493,-0.08901,-0.497402,0.573661,0.569095
DIS_MRT,2.221189,4698.391354,-0.100766,-0.505185,0.566874,0.57001
DIS_MRT,2.320954,4848.323215,-0.11181,-0.511946,0.560364,0.571172
DIS_MRT,2.420718,4998.255076,-0.122224,-0.517775,0.554011,0.572515
DIS_MRT,2.520483,5148.186938,-0.13189,-0.522631,0.54748,0.574047
DIS_MRT,2.620247,5298.118799,-0.140679,-0.526542,0.540728,0.575704
DIS_MRT,2.720011,5448.05066,-0.148812,-0.529571,0.533905,0.577446
DIS_MRT,2.819776,5597.982521,-0.15632,-0.531791,0.526563,0.579213
DIS_MRT,2.91954,5747.914382,-0.163129,-0.533223,0.519028,0.580995
DIS_MRT,3.019304,5897.846244,-0.169231,-0.533892,0.511408,0.582818
DIS_MRT,3.119069,6047.778105,-0.174619,-0.533856,0.503639,0.584648
DIS_MRT,3.218833,6197.709966,-0.179302,-0.533143,0.49579,0.586447
DIS_MRT,3.318598,6347.641827,-0.183178,-0.531806,0.48783,0.588228
DIS_MRT,3.418362,6497.573689,-0.18629,-0.529853,0.479948,0.589963
DIS_MRT,3.518126,6647.50555,-0.188591,-0.527264,0.472199,0.591583
DIS_MRT,3.617891,6797.437411,-0.190096,-0.524115,0.464679,0.593039
DIS_MRT,3.717655,6947.369272,-0.190722,-0.520413,0.457421,0.594352
DIS_MRT,3.817419,7097.301133,-0.190521,-0.516146,0.45039,0.595521
DIS_MRT,3.917184,7247.232995,-0.189554,-0.511388,0.443667,0.59653
DIS_MRT,4.016948,7397.164856,-0.187956,-0.506154,0.437152,0.597368
