Feature,VIF
NB_FAR,12.760052179716126
NB_BCR,8.11069402123788
FAR,7.6725815999509015
BCR,6.3828205026718425
NB_AHI,6.213380340140968
AHI,4.17513337231289
DIS_MRT,1.8653321345412028
NDVI,1.6207778499150702
DIS_CBD,1.4152516140052878
