Feature,Importance_ECSI,Importance_SEVI,Total_Imp,High_VIF
DIS_CBD,1.0122,0.153,1.1652,False
BCR,0.4261,0.2706,0.6967,True
NB_BCR,0.4554,0.2026,0.658,True
FAR,0.5319,0.079,0.6109,False
DIS_MRT,0.3901,0.1548,0.5448,False
AHI,0.4265,0.0922,0.5187,True
NB_AHI,0.2427,0.2185,0.4613,True
NDVI,0.2981,0.1632,0.4613,False
