OBJECTID,BHD
469,17.1756
470,0.0
471,0.0
472,1.3561
473,0.0
474,11.183
476,0.0
477,0.0
478,11.5225
479,2.2796
480,0.0
481,2.4453
482,10.8326
483,5.6339
484,9.5754
485,9.04
486,9.3433
487,8.9928
488,7.4815
489,0.2534
493,0.0
494,1.6583
495,0.0
496,17.6369
497,15.3538
498,3.4005
499,5.804
500,4.8563
501,0.0
502,10.6936
503,17.1388
504,0.0
505,4.138
506,1.457
507,11.5612
508,5.3827
509,0.0
510,8.421
511,6.7975
512,12.6765
513,0.0
514,0.0
515,0.866
516,2.692
517,12.2182
518,5.3138
519,14.4
520,6.7019
521,1.4697
522,0.0
523,4.4766
524,21.9916
525,4.134
527,4.5782
528,0.0
529,0.5677
530,13.9676
531,15.8963
532,2.6544
534,1.5623
535,1.0954
536,0.8292
537,0.0
538,3.2998
539,30.1769
540,28.1139
542,1.7638
543,13.6484
544,0.0
546,17.9487
547,22.6863
548,13.2225
550,12.76
551,2.8063
553,1.4316
554,3.6425
555,0.4841
556,1.0
557,10.4361
558,36.2283
559,0.6389
560,7.7219
561,7.5383
562,0.0
563,0.9428
564,30.0888
565,12.2818
566,0.0
567,3.0341
568,28.2257
569,25.8967
570,3.9467
571,11.2823
572,1.0541
575,12.5756
576,0.0
577,0.0
578,1.2205
579,1.5648
580,12.8983
581,0.0
582,10.5219
583,0.0
584,0.575
585,4.2687
586,1.4697
587,0.0
588,6.1824
589,6.2749
590,2.0391
592,9.5903
593,3.4049
594,1.6
595,10.0372
596,0.0
597,8.0332
598,14.6463
599,0.0
600,7.0735
601,3.0332
604,2.1589
605,0.0
606,0.0
607,0.0
609,1.7951
610,0.0
611,12.6095
612,12.4753
613,3.6775
614,24.7069
615,13.1623
616,15.3265
617,1.7588
618,1.2521
619,8.7097
620,0.0
621,6.3389
622,0.0
623,2.0246
626,2.0613
627,0.0
628,5.5658
629,0.0
630,12.6615
631,27.3152
632,9.0858
633,0.0
634,58.3034
635,3.0869
636,25.5445
637,0.0
638,9.0137
639,7.3955
640,8.7206
641,2.0125
643,15.4236
644,13.7149
645,1.1134
646,16.4992
647,4.0299
648,3.6034
649,6.5638
650,2.3223
651,33.4894
652,2.0062
653,2.6856
655,2.0
656,24.0292
658,14.0574
659,0.0
661,2.2069
662,1.9596
664,9.532
666,26.1029
667,7.0324
668,10.6441
670,2.0526
671,3.0326
672,14.3468
673,9.2829
674,11.1311
675,11.3957
676,0.0
677,8.2791
679,0.0
680,17.9368
681,0.866
682,1.9554
683,0.0
684,0.0
685,0.0
686,2.7609
688,0.0
690,0.0
691,15.8029
692,3.283
694,3.2262
695,9.4104
696,3.5109
697,0.0
698,0.0
699,3.5197
701,0.0
702,24.772
704,12.7447
705,0.0
706,0.0
707,3.1239
708,5.3385
709,0.0
710,1.6415
711,1.9203
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
718,12.0319
719,0.0
720,8.7155
721,4.1746
722,0.0
724,0.0
725,0.0
726,13.9722
727,0.0
728,0.0
729,2.1452
730,5.693
732,2.3152
734,2.8425
735,0.0
736,4.0311
738,9.9332
739,3.1842
740,0.0
742,0.0
743,0.0
744,3.0189
745,5.4805
746,0.8644
749,0.0
750,7.0541
751,6.9203
752,0.0
753,10.4575
754,0.0
755,2.9028
757,10.0433
758,17.8194
759,4.3218
760,1.7889
761,3.6818
762,1.4337
763,3.1958
764,12.2143
766,0.0
768,11.1372
769,43.5674
770,0.0
771,0.0
772,3.1033
774,16.5812
775,2.6334
777,12.7842
778,1.424
779,11.3777
780,12.5147
781,0.0
782,0.0
783,1.8469
784,5.1737
785,0.0
786,1.5531
787,5.4358
789,0.0
790,28.539
791,1.7931
792,2.9705
793,1.8664
795,50.8187
796,0.0
797,11.8517
798,9.5227
799,17.3491
801,6.9282
802,15.3831
803,2.0118
805,9.2845
807,0.0
808,7.289
809,1.6583
810,1.9495
811,2.5
812,0.0
813,0.4157
814,6.2913
815,4.18
816,0.0
818,10.1614
819,0.0
820,12.3669
822,3.3381
823,2.5319
824,0.0
825,50.0153
826,12.299
827,12.5974
829,6.2823
830,2.5523
831,2.5981
832,4.5128
833,1.4142
834,0.9395
835,22.6052
836,0.0
838,8.0025
839,14.6019
840,5.2103
841,4.8535
842,0.5666
843,18.2835
844,32.7508
845,8.7014
846,2.357
847,1.7228
848,0.0
849,11.3315
850,12.8841
851,0.5
852,3.927
854,10.5581
855,1.479
856,17.3109
858,2.4891
859,11.2558
861,30.9716
862,0.0
863,7.5
864,0.0
865,0.0
866,0.0
867,6.532
868,0.0
869,2.8472
871,0.0
872,12.2931
873,10.1538
874,4.61
875,7.619
876,12.3809
877,2.0
878,23.7276
879,6.706
880,0.0
881,6.7211
883,4.9988
884,0.0
885,2.6393
886,9.2069
887,0.0
888,16.001
889,0.0
892,15.0923
893,8.5589
894,0.0
895,3.1524
896,0.0
897,2.1507
898,3.5316
899,0.0
900,4.5
901,22.3103
902,4.8628
903,10.7971
904,0.5
905,11.3281
906,3.0316
907,10.4149
908,9.8478
909,2.1656
910,0.0
911,0.0
913,8.3354
914,3.5
915,0.0
916,0.0
917,0.0
918,14.7437
919,7.8951
920,4.7951
921,13.3458
922,0.0
923,13.2451
924,2.3002
925,0.0
926,1.972
927,1.6736
928,0.8292
929,0.0
932,6.2106
933,0.0
934,1.8956
935,2.1363
936,0.0
937,7.6649
938,8.9054
939,16.7406
940,7.5187
941,0.0
942,2.9793
943,2.4478
944,6.715
945,6.5559
948,10.3916
949,9.2018
950,5.9302
951,10.962
952,2.2091
953,3.5
954,14.4722
955,12.9768
956,2.0396
957,0.0
958,5.1234
959,0.0
960,4.2791
961,4.5157
962,0.0
963,0.0
964,0.0
965,1.6557
966,0.0
967,1.9864
968,8.6686
969,0.8165
972,16.1873
973,3.7391
974,16.2237
975,5.9662
976,2.7174
977,18.069
978,1.4326
979,0.0
980,1.4936
981,1.153
983,0.0
984,0.4714
985,0.0
986,0.8292
987,15.3602
988,10.0236
989,1.8621
990,21.1808
991,1.5779
992,5.4696
993,31.0723
994,22.0828
996,0.0
997,15.0907
999,0.0
1001,5.2705
1002,0.0
1003,2.6833
1004,4.43
1005,41.4329
1006,6.4622
1007,3.8125
1008,0.0
1009,2.6344
1010,4.0393
1011,3.7524
1012,9.746
1013,9.0306
1016,12.097
1017,0.0
1018,2.6573
1019,4.5826
1022,3.3713
1023,2.7373
1024,2.1354
1025,18.7744
1026,2.5434
1027,25.7269
1028,8.926
1030,0.0
1031,3.1528
1032,1.3437
1033,0.0
1034,0.0
1035,7.8389
1036,5.3405
1037,16.9647
1038,1.8008
1039,22.0729
1040,0.0
1042,8.1271
1044,0.4
1046,11.9224
1047,0.0
1049,0.0
1050,0.0
1051,4.3688
1053,4.1116
1054,6.2414
1056,0.0
1057,5.6853
1058,13.3934
1059,1.3748
1060,0.0
1061,18.343
1062,7.3187
1063,11.2828
1064,0.9428
1065,13.214
1066,23.9418
1067,6.5731
1068,2.7487
1069,1.6413
1070,14.0039
1071,3.5902
1072,0.0
1073,5.9226
1074,2.0
1075,16.6635
1076,8.7573
1077,2.1344
1078,0.0
1079,3.2341
1080,0.0
1081,7.6525
1082,6.8669
1083,1.7913
1084,1.5
1085,2.8868
1086,5.0245
1087,0.0
1088,0.0
1089,17.12
1090,16.381
1091,2.367
1092,2.5412
1093,1.7461
1094,2.8284
1095,2.4772
1098,11.2015
1100,14.3714
1101,1.7632
1102,0.0
1103,6.1922
1104,7.448
1105,5.6328
1106,0.0
1107,0.0
1109,2.3733
1110,4.1707
1111,19.1958
1112,14.3477
1114,10.4181
1115,0.0
1117,5.1986
1118,2.136
1120,4.8069
1122,0.0
1123,17.6667
1124,8.9804
1125,4.2736
1126,1.952
1127,2.2354
1129,16.6626
1130,24.2552
1132,12.0704
1134,59.6899
1135,0.0
1137,2.2326
1138,0.0
1139,6.5178
1140,0.0
1141,0.9959
1142,19.3061
1143,4.4949
1144,3.1143
1145,1.3636
1147,0.0
1148,0.5
1149,2.8284
1150,0.0
1151,0.0
1152,0.0
1153,1.0833
1154,0.0
1155,0.0
1156,25.2075
1157,5.6765
1158,10.3286
1159,7.5
1160,11.3014
1161,0.0
1162,0.927
1163,9.0894
1165,6.1289
1167,5.8542
1168,4.647
1169,9.3404
1170,0.0
1171,12.0541
1172,7.2455
1173,2.9864
1174,10.1499
1175,14.9248
1177,5.19
1178,20.6373
1179,4.1105
1180,5.5218
1181,0.0
1182,11.2829
1183,23.0139
1184,2.5317
1185,6.5
1186,1.2847
1187,0.7071
1188,14.1421
1189,0.9897
1190,0.0
1191,0.0
1192,4.4786
1193,0.0
1194,2.5111
1195,10.1511
1196,1.438
1197,0.0
1198,2.1687
1199,1.3744
1200,11.2238
1201,6.781
1203,0.0
1204,16.6854
1205,1.8719
1206,11.6836
1208,0.0
1209,0.4714
1210,6.9921
1211,9.6623
1212,3.174
1213,2.7101
1214,11.3214
1215,18.6077
1216,17.3865
1217,4.7094
1218,11.1314
1219,0.0
1222,0.0
1224,8.0106
1225,15.3697
1226,2.196
1228,1.3074
1229,0.0
1230,8.3766
1231,4.5343
1232,0.0
1233,0.0
1234,10.7365
1235,2.8463
1236,6.5
1237,3.2221
1238,0.0
1239,25.4498
1240,9.0806
1242,0.0
1243,0.0
1244,8.1993
1245,0.0
1247,1.6248
1248,0.0
1249,30.4808
1250,6.7296
1251,0.0
1252,8.5858
1253,11.0518
1255,0.0
1256,2.1255
1257,0.0
1258,4.6714
1260,4.3469
1261,8.6467
1263,13.6773
1264,17.2187
1265,0.9912
1266,6.7581
1267,11.2965
1268,3.6551
1269,10.3078
1270,4.9975
1271,0.0
1272,1.7854
1273,24.9625
1274,2.5
1276,0.0
1277,8.9771
1279,10.1064
1280,13.0259
1281,2.459
1282,9.6545
1283,1.0
1284,1.5144
1285,2.0591
1287,0.0
1288,0.0
1289,6.5858
1292,2.4908
1293,1.9333
1294,0.4714
1295,9.3041
1297,1.6603
1298,3.0551
1299,18.2937
1300,7.0553
1303,20.049
1304,8.1817
1305,3.2113
1307,9.0111
1308,13.4568
1309,10.4728
1310,12.9277
1311,16.3393
1312,30.3582
1313,2.8995
1314,3.5564
1315,1.4549
1316,2.733
1317,2.6247
1318,0.0
1320,0.6325
1321,0.0
1322,1.8666
1323,12.6451
1324,0.0
1325,1.8748
1326,3.3593
1327,27.161
1328,10.4668
1329,2.2998
1330,3.9455
1331,0.0
1332,11.2777
1333,7.5
1334,19.2046
1335,9.0
1336,6.65
1337,0.6999
1338,0.0
1340,0.0
1343,8.1552
1344,0.0
1345,0.0
1346,14.1747
1347,2.6116
1348,15.5715
1349,0.0
1350,0.0
1351,8.1148
1352,0.0
1353,7.983
1354,0.0
1355,0.0
1357,9.02
1358,21.6809
1359,12.0912
1360,10.9919
1362,34.7791
1363,5.047
1364,6.1464
1365,0.0
1366,7.6442
1367,0.0
1368,16.7673
1370,17.3721
1371,0.0
1372,6.0
1374,5.6988
1375,18.0621
1376,0.0
1377,9.2399
1378,8.5801
1379,0.7911
1380,2.205
1381,1.5808
1382,4.7353
1383,0.0
1384,2.0548
1385,0.0
1386,11.0982
1387,19.9821
1388,9.3367
1389,4.1096
1390,3.0213
1391,7.9512
1392,4.5704
1393,1.7228
1394,10.3042
1395,3.6
1396,1.8856
1397,2.5411
1398,14.9889
1399,9.0416
1400,3.7224
1401,0.0
1403,9.6362
1404,18.2698
1405,0.0
1406,0.0
1407,3.5399
1408,1.906
1409,10.2584
1410,14.0017
1411,2.3054
1414,16.9583
1415,3.7537
1416,0.0
1417,0.0
1418,28.7005
1420,1.8515
1421,0.0
1422,13.8673
1423,2.4696
1424,7.6091
1425,32.7369
1426,0.0
1427,17.8081
1428,3.8615
1430,0.0
1431,10.5293
1432,2.6998
1433,9.5949
1436,0.0
1437,0.0
1438,0.0
1439,0.4714
1440,2.2191
1441,0.0
1443,21.4061
1445,0.0
1446,0.7538
1447,4.9507
1448,2.7938
1449,3.8414
1450,35.7444
1452,0.0
1453,0.0
1454,0.0
1456,13.0782
1457,5.6116
1459,3.2532
1460,2.4615
1461,16.0507
1463,13.9255
1464,0.0
1465,0.0
1466,11.3888
1467,0.0
1468,1.6749
1469,0.0
1470,13.6286
1471,8.9268
1473,3.2342
1474,3.4265
1475,2.8
1476,14.0712
1477,1.972
1479,2.681
1480,0.9116
1481,2.327
1482,2.6523
1483,11.209
1484,51.6388
1485,8.0467
1486,15.3104
1487,3.7786
1488,1.5
1489,14.5172
1490,1.9944
1492,1.807
1493,3.9755
1494,14.482
1495,0.0
1496,13.47
1497,1.8229
1498,64.6205
1499,4.3988
1500,6.0329
1501,8.2682
1502,3.6657
1503,0.0
1504,1.0357
1505,8.1272
1506,0.7638
1507,0.433
1508,5.5297
1510,16.2853
1512,23.9914
1513,20.5819
1514,0.0
1515,3.8249
1516,9.989
1517,4.9581
1518,32.8172
1519,0.0
1520,8.2781
1521,0.0
1522,10.0916
1524,12.1286
1525,5.7546
1526,0.0
1527,3.7711
1528,12.1289
1529,6.5903
1530,3.7822
1531,15.7429
1532,0.0
1533,1.0
1534,0.0
1536,0.0
1537,13.4515
1538,0.9484
1539,12.0394
1540,0.0
1541,3.6997
1543,10.0245
1544,13.9897
1545,2.0
1546,11.1956
1547,9.0538
1549,3.5509
1550,10.9046
1551,2.1988
1552,1.7059
1553,5.2411
1554,24.0684
1555,5.6013
1556,0.0
1557,9.2931
1558,0.0
1559,3.8325
1560,10.234
1561,0.0
1562,10.9341
1563,11.6057
1566,1.9724
1567,3.5354
1568,2.4445
1569,8.1078
1570,0.0
1574,32.7637
1575,2.9766
1576,0.0
1577,4.2923
1578,2.2913
1579,5.0322
1582,2.0405
1583,0.0
1584,0.0
1588,4.1513
1589,13.3896
1590,3.5901
1592,1.9891
1593,9.9499
1594,8.5894
1596,2.5601
1597,26.952
1598,0.0
1599,1.668
1601,11.4946
1603,0.0
1604,2.7128
1605,2.0616
1606,58.974
1607,4.1374
1608,2.6203
1609,4.4217
1610,0.9428
1611,2.0842
1612,4.9574
1613,13.0541
1614,3.9782
1616,5.2
1617,0.7071
1618,2.1404
1619,3.3704
1620,5.2118
1621,7.8187
1622,0.0
1623,0.0
1624,22.8578
1625,5.1854
1627,0.866
1628,2.1858
1629,0.0
1630,7.5425
1631,3.1037
1632,25.4362
1634,15.6069
1636,2.0518
1637,9.5942
1639,0.0
1640,1.4662
1643,8.3547
1644,4.629
1645,10.4978
1646,2.8197
1647,0.0
1648,1.7386
1649,2.9278
1650,2.7641
1651,6.0
1652,1.38
1654,3.7941
1655,2.129
1656,4.2784
1657,22.9367
1658,15.6687
1659,1.861
1661,13.5728
1662,3.7705
1663,0.0
1665,5.7974
1666,0.0
1667,23.3408
1668,1.5916
1669,16.6039
1670,9.0271
1671,0.0
1672,13.809
1674,3.8188
1675,4.4091
1676,9.5888
1678,0.0
1679,4.1457
1680,10.0543
1681,2.7726
1682,7.289
1683,3.2709
1684,0.0
1685,10.873
1686,9.499
1687,0.0
1688,8.8537
1689,0.0
1690,0.0
1691,0.0
1692,9.6707
1693,8.9061
1694,2.1213
1695,2.355
1696,5.6126
1698,4.2426
1699,0.0
1700,2.3152
1701,13.667
1703,0.0
1704,15.4295
1705,1.4142
1707,5.9213
1708,2.0403
1710,0.0
1712,0.0
1713,4.3477
1714,0.0
1716,10.2499
1718,3.3759
1719,0.8487
1720,12.3501
1721,2.4706
1722,19.7537
1723,3.2367
1724,12.342
1725,0.0
1726,8.34
1727,2.26
1728,5.4371
1729,1.4697
1730,0.0
1731,5.2636
1732,3.8867
1734,0.0
1735,0.0
1736,3.1382
1737,1.4967
1738,0.0
1739,4.5386
1740,2.6473
1741,2.9623
1743,0.0
1744,0.0
1745,45.364
1746,9.7549
1747,0.0
1748,5.8263
1749,0.0
1750,13.3009
1751,0.0
1752,2.0537
1753,12.7587
1754,11.2721
1755,0.0
1756,0.0
1757,3.7033
1758,1.39
1759,13.7482
1760,1.2247
1761,4.9608
1762,2.9163
1763,0.0
1764,12.508
1765,1.8974
1766,0.0
1767,2.6004
1768,3.185
1769,1.9596
1770,3.1125
1772,0.0
1774,0.0
1775,11.0041
1776,0.0
1777,26.2268
1778,0.0
1779,4.2365
1780,0.0
1781,2.2749
1782,1.299
1784,0.0
1785,0.0
1786,18.253
1788,15.0536
1789,14.661
1790,18.6696
1791,8.3022
1792,1.7321
1793,1.0659
1794,0.0
1797,17.004
1798,16.2081
1799,0.0
1800,2.4693
1802,3.5119
1803,1.0
1804,0.0
1805,4.6114
1806,13.1918
1809,0.0
1810,2.1622
1811,0.866
1812,4.8379
1814,9.3238
1816,11.5873
1817,10.2453
1818,4.5841
1819,3.2315
1820,9.3574
1821,8.3193
1822,2.7724
1823,8.2877
1824,10.2954
1825,3.2361
1827,1.967
1828,3.2253
1829,0.9661
1830,1.6283
1832,3.5211
1833,17.7825
1834,3.1199
1835,1.7682
1836,5.4771
1837,0.0
1838,34.4667
1839,29.4919
1841,7.494
1842,3.8952
1843,2.8436
1844,0.0
1846,14.5237
1847,0.0
1848,2.3452
1849,2.897
1850,24.7534
1851,22.3201
1852,7.9996
1853,22.2753
1854,1.0
1856,0.0
1857,11.1101
1858,4.558
1859,15.0966
1860,1.7817
1861,0.0
1862,0.0
1864,0.0
1867,22.7151
1868,26.2188
1869,18.9112
1870,8.5372
1871,18.1588
1872,17.2641
1873,17.2845
1874,2.0548
1876,1.0538
1877,7.211
1878,13.0669
1879,12.8292
1881,5.4644
1882,0.0
1883,3.013
1884,0.0
1885,6.6917
1886,0.0
1887,1.6382
1889,4.3006
1891,11.9503
1893,5.2552
1894,4.3631
1895,2.7198
1896,13.5728
1897,1.3851
1898,25.5981
1899,0.0
1900,1.3945
1901,1.6229
1902,0.4714
1903,0.8907
1905,0.6667
1906,14.483
1907,3.1091
1908,0.0
1909,0.0
1910,1.3553
1911,18.7965
1912,2.5
1913,10.2905
1914,8.1534
1915,1.4704
1916,2.6343
1917,11.1557
1918,1.4827
1919,2.9921
1920,3.5
1921,4.3679
1922,1.8713
1923,4.9093
1924,0.0
1926,0.0
1927,6.5739
1928,0.0
1929,0.0
1930,3.445
1932,0.0
1933,5.6569
1934,0.0
1935,3.8586
1936,0.0
1937,8.5548
1938,0.0
1939,1.2308
1940,0.0
1941,23.5805
1942,13.0528
1943,1.78
1944,0.0
1945,9.9708
1946,0.0
1948,7.1684
1949,13.7126
1950,7.9319
1951,20.8
1952,9.6971
1953,10.7386
1956,2.5018
1957,2.9805
1959,7.5038
1960,14.304
1961,5.2488
1962,6.7505
1963,5.6548
1964,6.7399
1966,16.4815
1967,6.5238
1968,9.6724
1969,16.0675
1970,1.0
1971,0.0
1972,7.2057
1973,1.8932
1974,3.933
1975,0.0
1976,3.3193
1977,3.8119
1978,1.7673
1980,20.368
1981,10.0369
1982,0.0
1983,0.6999
1984,1.7673
1986,27.7288
1987,1.4524
1988,2.8079
1989,11.5566
1990,2.7206
1992,4.6564
1993,12.8651
1994,18.6837
1995,18.2118
1996,0.0
1997,1.8728
1999,0.0
2000,25.1847
2001,12.0078
2002,0.9574
2003,3.6672
2004,13.6707
2005,3.0662
2006,7.5319
2007,2.6958
