attn_spearman_r_vs_distance,attn_spearman_p_vs_distance,head1_mean_alpha,head1_std_alpha,head2_mean_alpha,head2_std_alpha,head3_mean_alpha,head3_std_alpha,head4_mean_alpha,head4_std_alpha,Economic_Anchor_mean_alpha,Balanced_Transition_mean_alpha,Ecological_Buffer_mean_alpha
-0.1015,0.0,0.039633,0.055547,0.039633,0.042614,0.039633,0.043958,0.039633,0.047504,0.036962,0.035622,0.050551
