OBJECTID,ECSI,SEVI
2415,0.380184,0.11441
2416,0.409508,0.622253
2417,0.37603,0.349249
2418,0.366326,0.67226
2419,0.363786,0.170553
2420,0.364533,0.507423
2422,0.34413,0.774753
2423,0.248866,0.540979
2424,0.367945,0.110535
2425,0.416906,0.477036
2426,0.08714,0.027187
2427,0.328442,0.510557
2428,0.224205,0.112383
2430,0.360118,0.126098
2431,0.335966,0.096523
2432,0.447596,0.323752
2433,0.418084,0.448641
2434,0.218638,0.477811
2435,0.294867,0.150148
2436,0.264878,0.304364
2437,0.247377,0.593668
2438,0.397388,0.436865
2439,0.390397,0.581884
2440,0.328894,0.25182
2443,0.365918,0.256499
2445,0.232625,0.607256
2446,0.458882,0.537941
2447,0.379397,0.112826
2449,0.162914,0.371429
2450,0.393103,0.105083
2451,0.199843,0.284068
2452,0.269115,0.454408
2453,0.042784,0.010411
2454,0.434356,0.500095
2455,0.35599,0.492467
2456,0.382208,0.114615
2457,0.410866,0.432251
2458,0.241434,0.588034
2459,0.211187,0.369523
2460,0.460059,0.492634
2461,0.402463,0.279525
2462,0.428843,0.3416
2463,0.3889,0.117366
2464,0.147523,0.190423
2466,0.339236,0.609974
2467,0.289758,0.151516
2468,0.272528,0.331879
2470,0.41878,0.196459
2471,0.429468,0.104703
2473,0.343438,0.391617
2475,0.405295,0.401527
2476,0.257062,0.112422
2478,0.113612,0.471004
2479,0.320309,0.283834
2480,0.383398,0.149368
2481,0.217392,0.402107
2482,0.276981,0.430006
2483,0.415744,0.456741
2484,0.431097,0.5168
2485,0.487729,0.385316
2486,0.400845,0.135346
2487,0.370107,0.347288
2488,0.350349,0.691575
2489,0.432007,0.652076
2490,0.389898,0.382566
2491,0.319809,0.131801
2492,0.366875,0.431518
2493,0.413691,0.639345
2494,0.19919,0.070573
2495,0.415872,0.33729
2496,0.200909,0.094427
2497,0.223568,0.410607
2498,0.310956,0.270594
2499,0.287889,0.116981
2500,0.393923,0.458792
2501,0.420023,0.468163
2502,0.238034,0.327569
2503,0.401838,0.548243
2505,0.390848,0.658855
2507,0.278017,0.359184
2509,0.207102,0.302127
2510,0.309517,0.357952
2511,0.3319,0.085956
2512,0.197923,0.149326
2513,0.42281,0.440362
2514,0.331178,0.473689
2515,0.141419,0.058932
2516,0.132421,0.444826
2517,0.331677,0.77066
2518,0.34927,0.4638
2519,0.338067,0.126686
2520,0.363135,0.488536
2521,0.200744,0.431241
2522,0.208346,0.096404
2523,0.330698,0.449666
2524,0.295631,0.430597
2525,0.078132,0.013787
2526,0.296599,0.060509
2527,0.213878,0.095864
2528,0.320171,0.539827
2529,0.483911,0.417114
2530,0.148239,0.395903
2531,0.128736,0.053292
2532,0.297222,0.385394
2533,0.195969,0.043529
2534,0.173515,0.31566
2536,0.224443,0.414021
2537,0.404661,0.369453
2538,0.265497,0.412724
2539,0.390916,0.423128
2540,0.201215,0.502618
2541,0.280418,0.525122
2542,0.400644,0.491297
2543,0.342728,0.125412
2545,0.313397,0.398649
2546,0.10865,0.260551
2547,0.420132,0.564893
2548,0.291128,0.437643
2549,0.374951,0.127208
2551,0.309191,0.438459
2553,0.431476,0.483887
2555,0.390415,0.455764
2556,0.382345,0.642245
2557,0.137743,0.088577
2560,0.438305,0.460061
2561,0.365823,0.123602
2562,0.23122,0.304486
2563,0.392694,0.248287
2564,0.385937,0.337439
2566,0.37158,0.283157
2567,0.134957,0.476919
2569,0.380619,0.429735
2570,0.349113,0.537858
2571,0.389217,0.470766
2572,0.390821,0.483153
2573,0.130574,0.46322
2574,0.342104,0.110306
2575,0.257377,0.30012
2576,0.392161,0.420298
2577,0.331218,0.14287
2578,0.159428,0.478575
2579,0.351288,0.657627
2580,0.418103,0.576019
2581,0.216788,0.121305
2582,0.289744,0.630451
2584,0.442144,0.443226
2585,0.358353,0.420623
2586,0.444184,0.404992
2588,0.485751,0.445768
2589,0.114732,0.106531
2591,0.432639,0.465708
2592,0.320544,0.470557
2593,0.3292,0.47653
2594,0.109918,0.175784
2595,0.181252,0.473051
2596,0.224257,0.438184
2597,0.360711,0.626701
2598,0.391921,0.441486
2599,0.392875,0.487383
2602,0.119803,0.438639
2603,0.359529,0.627707
2604,0.467161,0.428668
2606,0.344939,0.514332
2607,0.363637,0.116036
2608,0.388521,0.43855
2609,0.297521,0.400788
2610,0.242838,0.119631
2611,0.445755,0.490565
2612,0.394217,0.43066
2613,0.358274,0.143872
2614,0.392162,0.194607
2615,0.318977,0.408293
2616,0.231189,0.590284
2619,0.360099,0.476247
2620,0.348366,0.101663
2621,0.106386,0.036477
2622,0.382754,0.481825
2623,0.495425,0.193733
2624,0.344885,0.393545
2625,0.363963,0.078951
2626,0.314179,0.484978
2627,0.311613,0.469078
2628,0.419048,0.443047
2629,0.184655,0.466079
2630,0.146999,0.273014
2631,0.260867,0.509051
2632,0.35584,0.338011
2633,0.291086,0.437628
2634,0.026855,0.020389
2635,0.360908,0.108492
2636,0.335202,0.297677
2637,0.387245,0.19073
2638,0.463542,0.411918
2639,0.376232,0.400387
2640,0.141984,0.058894
2641,0.252885,0.517489
2642,0.363332,0.15803
2645,0.200183,0.385582
2646,0.082499,0.024581
2647,0.370656,0.323376
2648,0.305452,0.243472
2649,0.407948,0.336583
2652,0.40729,0.389265
2653,0.415182,0.487022
2654,0.420127,0.438913
2655,0.277393,0.278506
2656,0.167856,0.272049
2657,0.309195,0.673684
2658,0.339419,0.31933
2659,0.408502,0.615821
2660,0.450867,0.454405
2661,0.35366,0.127606
2662,0.091242,0.277432
2663,0.158665,0.253838
2667,0.334397,0.123524
2668,0.321441,0.151335
2669,0.148451,0.399677
2670,0.352449,0.135549
2671,0.277964,0.301034
2672,0.029142,0.021368
2674,0.305058,0.46342
2676,0.329066,0.596163
2677,0.171711,0.09777
2678,0.348855,0.583853
2679,0.426511,0.175977
2680,0.341133,0.50276
2681,0.351588,0.124419
2682,0.437683,0.418634
2683,0.341508,0.383627
2684,0.278812,0.47796
2685,0.344101,0.455117
2686,0.280793,0.426534
2688,0.260756,0.39212
2689,0.984307,0.117913
2690,0.295178,0.495777
2691,0.136034,0.468495
2692,0.389568,0.325728
2693,0.410808,0.193071
2694,0.341555,0.113134
2695,0.363891,0.161423
2696,0.409974,0.688651
2697,0.286646,0.095431
2698,0.345712,0.10941
2699,0.420055,0.160847
2700,0.341021,0.44873
2701,0.391007,0.480129
2702,0.395902,0.412014
2703,0.361653,0.076008
2704,0.293786,0.445632
2705,0.424787,0.488653
2706,0.317987,0.415087
2707,0.334292,0.478109
2708,0.427065,0.493553
2710,0.2845,0.51416
2712,0.325636,0.137416
2714,0.329159,0.595603
2715,0.391116,0.122972
2716,0.1251,0.525915
2718,0.306671,0.621158
2719,0.301503,0.458847
2720,0.374408,0.441463
2721,0.387624,0.429317
2723,0.370452,0.341385
2724,0.409697,0.608847
2725,0.339946,0.149472
2726,0.443206,0.382804
2727,0.400615,0.145097
2728,0.220239,0.460773
2729,0.401521,0.517565
2730,0.371866,0.484801
2731,0.353072,0.295166
2732,0.382662,0.539783
2733,0.466249,0.410584
2734,0.389838,0.488675
2735,0.21414,0.274687
2736,0.265034,0.666545
2738,0.362326,0.362016
2739,0.141178,0.122613
2741,0.23086,0.563047
2742,0.475163,0.409223
2743,0.330929,0.118653
2744,0.097636,0.005687
2745,0.414162,0.572774
2746,0.438825,0.430477
2747,0.289487,0.077938
2748,0.181059,0.28182
2749,0.35069,0.297116
2751,0.38083,0.283036
2752,0.207857,0.463462
2753,0.45467,0.305041
2754,0.160854,0.41134
2755,0.3479,0.067455
2756,0.31192,0.642674
2757,0.087428,0.10342
2758,0.479784,0.459913
2759,0.173438,0.157336
2760,0.388799,0.313409
2761,0.392157,0.398798
2762,0.452244,0.303079
2763,0.255974,0.513516
2766,0.391089,0.441558
2767,0.334193,0.411106
2768,0.355323,0.110612
2769,0.160732,0.377073
2770,0.256322,0.114873
2771,0.355322,0.29055
2772,0.417172,0.109558
2773,0.41142,0.49044
2774,0.397126,0.430926
2775,0.388874,0.391927
2776,0.220087,0.130417
2777,0.409625,0.426306
2779,0.307237,0.674512
2780,0.248909,0.109657
2781,0.361982,0.439142
2782,0.372767,0.109923
2783,0.372436,0.431436
2784,0.225401,0.5844
2786,0.325152,0.669109
2787,0.235581,0.38941
2788,0.421275,0.324123
2789,0.106726,0.321222
2790,0.068493,0.034839
2791,0.11134,0.232509
2792,0.427509,0.446703
2793,0.211499,0.391681
2794,0.420549,0.386803
2796,0.303415,0.125578
2797,0.31011,0.10796
2799,0.154674,0.264686
2800,0.389546,0.430125
2801,0.253596,0.474722
2802,0.238322,0.585321
2803,0.410544,0.441426
2804,0.382722,0.297251
2805,0.398789,0.428884
2807,0.46267,0.455413
2808,0.196469,0.42128
2809,0.39601,0.354339
2810,0.407059,0.197205
2812,0.392434,0.550673
2813,0.371334,0.312361
2814,0.368551,0.152392
2816,0.090996,0.068036
2817,0.377031,0.673227
2818,0.368573,0.415709
2819,0.437223,0.125285
2821,0.153493,0.085177
2823,0.313349,0.295925
2824,0.320694,0.141322
2825,0.276761,0.540813
2826,0.406443,0.389432
2827,0.364717,0.350481
2828,0.106823,0.267691
2829,0.207883,0.300439
2830,0.239583,0.3068
2831,0.14204,0.538054
2832,0.197689,0.098531
2834,0.291098,0.197784
2836,0.035763,0.026173
2837,0.242591,0.492468
2838,0.146864,0.327201
2839,0.417996,0.412109
2841,0.343972,0.129113
2842,0.352226,0.406264
2843,0.29963,0.520902
2844,0.423636,0.140215
2846,0.376529,0.472208
2847,0.348008,0.527162
2848,0.342295,0.285534
2849,0.151513,0.077567
2850,0.310043,0.467016
2851,0.380081,0.302245
2852,0.120317,0.183016
2853,0.371574,0.414242
2855,0.263298,0.3096
2856,0.293762,0.135695
2857,0.116948,0.450242
2858,0.390663,0.339059
2861,0.306622,0.654962
2862,0.445881,0.116243
2863,0.261446,0.464526
2864,0.42231,0.40591
2865,0.341661,0.421265
2866,0.197533,0.437666
2867,0.105273,0.508723
2868,0.483865,0.468623
2870,0.315863,0.451131
2871,0.457423,0.580405
2872,0.423356,0.175025
2873,0.435125,0.397218
2874,0.185735,0.15673
2875,0.12187,0.48087
2876,0.484899,0.419166
2877,0.314483,0.316124
2878,0.194164,0.061988
2880,0.282048,0.317623
2882,0.423817,0.178048
2883,0.113948,0.115625
2884,0.109846,0.033738
2885,0.357312,0.70413
2886,0.330577,0.34299
2888,0.356813,0.654114
2889,0.305569,0.523749
2890,0.456067,0.465945
2891,0.182754,0.296409
2892,0.46161,0.430334
2893,0.131318,0.221424
2894,0.3971,0.281147
2895,0.347123,0.096679
2896,0.378162,0.616633
2897,0.173592,0.270917
2898,0.306723,0.495446
2899,0.257462,0.370521
2900,0.366019,0.186547
2901,0.187303,0.098611
2902,0.342413,0.313235
2903,0.398557,0.553917
2904,0.160982,0.035393
2905,0.375532,0.466686
2906,0.448608,0.333107
2907,0.379472,0.368881
2908,0.269622,0.646919
2910,0.45926,0.331064
2911,0.313787,0.393583
2912,0.378469,0.578251
2913,0.173243,0.334132
2914,0.362689,0.368265
2915,0.293386,0.439535
2916,0.24418,0.120672
2917,0.331931,0.514941
2918,0.382624,0.604745
2919,0.363339,0.283947
2920,0.341839,0.185247
2921,0.41038,0.604265
2922,0.228718,0.043521
2923,0.363206,0.424527
2924,0.445719,0.486796
2925,0.379962,0.088781
2926,0.418149,0.536507
2927,0.333986,0.299327
2929,0.407188,0.542408
2930,0.318199,0.472211
2932,0.350828,0.365126
2933,0.259709,0.502534
2934,0.290215,0.46545
2935,0.343381,0.289236
2936,0.369029,0.322844
2937,0.152005,0.288064
2938,0.397671,0.118676
2939,0.315778,0.699578
2940,0.467866,0.50822
2941,0.376718,0.079386
2942,0.306823,0.354257
2943,0.32887,0.46154
2945,0.260802,0.141051
2946,0.294769,0.457163
2947,0.386026,0.658746
2948,0.364781,0.449486
2949,0.182886,0.292342
2952,0.409391,0.429716
2953,0.354636,0.032978
2955,0.416246,0.414092
2956,0.391657,0.69006
2957,0.390163,0.386278
2958,0.475484,0.419185
2959,0.352027,0.406539
2960,0.340536,0.395365
2962,0.430939,0.437005
2963,0.409844,0.423418
2964,0.087464,0.386373
2965,0.414874,0.50209
2966,0.334785,0.297733
2967,0.361496,0.415987
2968,0.350763,0.434259
2969,0.089962,0.015402
2970,0.192508,0.121389
2971,0.26796,0.448464
2972,0.36559,0.274327
2973,0.365465,0.472678
2974,0.382795,0.176678
2976,0.452483,0.502506
2977,0.321513,0.494404
2978,0.370433,0.488313
2979,0.363758,0.409285
2980,0.433397,0.461178
2981,0.414176,0.39748
2982,0.4332,0.133832
2984,0.283804,0.36855
2985,0.185991,0.088343
2986,0.244753,0.31578
2987,0.429864,0.120884
2988,0.060675,0.15988
2989,0.187932,0.522005
2990,0.296127,0.416554
2991,0.41704,0.079552
2992,0.426717,0.477471
2994,0.043833,0.007635
2995,0.455999,0.455595
2996,0.226599,0.08858
2998,0.234509,0.396729
2999,0.46041,0.487982
3000,0.330714,0.617247
3001,0.08609,0.132675
3002,0.361781,0.073627
3003,0.344487,0.460226
3004,0.398933,0.480754
3005,0.455319,0.416213
3007,0.296741,0.138754
3008,0.344181,0.143564
3009,0.303101,0.055547
3010,0.158316,0.115947
3011,0.275854,0.145593
3013,0.364212,0.4358
3015,0.385917,0.153581
3016,0.382864,0.458423
3017,0.173456,0.361824
3018,0.422494,0.435604
3019,0.327916,0.617835
3020,0.364071,0.473982
3021,0.351676,0.148357
3022,0.139003,0.377919
3024,0.120202,0.439695
3026,0.416903,0.545318
3027,0.136685,0.577401
3029,0.437017,0.295737
3030,0.355331,0.245437
3031,0.392808,0.464493
3032,0.400755,0.563125
3033,0.38117,0.481788
3034,0.251177,0.522077
3035,0.256599,0.504931
3037,0.433353,0.197141
3038,0.423968,0.506366
3041,0.353573,0.115538
3042,0.279225,0.082843
3043,0.3932,0.467012
3044,0.212697,0.098387
3046,0.455773,0.519961
3047,0.329622,0.461219
3048,0.299732,0.077779
3049,0.395653,0.4186
3050,0.437505,0.705235
3052,0.138739,0.071586
3053,0.336428,0.305594
3054,0.130953,0.072722
3055,0.328883,0.300422
3056,0.312038,0.620754
3057,0.320385,0.477791
3058,0.362166,0.107647
3059,0.202359,0.046331
3060,0.313439,0.14306
3061,0.202458,0.542382
3062,0.136355,0.491866
3064,0.378801,0.103363
3066,0.483029,0.445209
3067,0.482391,0.434099
3069,0.299398,0.318963
3070,0.380146,0.309509
3071,0.301583,0.350161
3072,0.430354,0.59771
3073,0.287621,0.537602
3074,0.292998,0.294998
3075,0.358843,0.580246
3076,0.20117,0.083703
3077,0.38235,0.5027
3080,0.257907,0.465822
3081,0.480787,0.452188
3082,0.441361,0.279015
3083,0.223471,0.433872
3084,0.285879,0.493011
3085,0.131144,0.222288
3086,0.386843,0.429189
3087,0.959769,0.28065
3088,0.351896,0.405686
3089,0.444583,0.333658
3090,0.325066,0.143806
3091,0.345045,0.446195
3092,0.340307,0.383056
3093,0.31366,0.149654
3094,0.280646,0.473549
3095,0.279342,0.464274
3096,0.156449,0.314281
3097,0.295453,0.152823
3099,0.279571,0.537912
3100,0.312355,0.425391
3101,0.394592,0.496882
3102,0.284686,0.520062
3103,0.246156,0.420211
3104,0.401304,0.114721
3105,0.280306,0.079014
3106,0.228391,0.632833
3107,0.282762,0.490602
3108,0.173928,0.486842
3110,0.162233,0.247256
3111,0.348795,0.401091
3113,0.405168,0.338589
3114,0.35981,0.690873
3115,0.381759,0.590517
3116,0.435572,0.464345
3118,0.267209,0.632921
3119,0.379797,0.104119
3121,0.230615,0.573546
3122,0.405307,0.553184
3124,0.346001,0.117013
3126,0.172755,0.10547
3128,0.443072,0.427895
3129,0.245173,0.25482
3130,0.414204,0.249353
3131,0.338767,0.125485
3132,0.457462,0.562702
3133,0.381817,0.445272
3135,0.361138,0.183955
3137,0.201655,0.183177
3138,0.325843,0.511591
3139,0.357118,0.461405
3141,0.350108,0.550414
3142,0.291338,0.432444
3143,0.390878,0.43043
3144,0.164411,0.109738
3145,0.415103,0.6201
3146,0.247615,0.529393
3147,0.095423,0.01554
3148,0.349054,0.38672
3149,0.333187,0.380416
3153,0.395466,0.114297
3154,0.440773,0.403091
3155,0.402735,0.464037
3156,0.286675,0.471647
3157,0.329543,0.376304
3158,0.41886,0.621655
3160,0.405624,0.104477
3161,0.354465,0.390636
3162,0.392291,0.172047
3163,0.399576,0.527798
3165,0.246079,0.473479
3166,0.116354,0.077834
3167,0.416661,0.64782
3168,0.299704,0.519321
3169,0.235615,0.119237
3170,0.435991,0.329911
3171,0.166219,0.118681
3172,0.403944,0.463036
3173,0.41216,0.14264
3174,0.30182,0.521262
3177,0.297713,0.281263
3178,0.407461,0.451807
3180,0.34078,0.113326
3181,0.281866,0.382154
3182,0.273025,0.138188
3183,0.31434,0.15051
3185,0.421105,0.470487
3186,0.351161,0.406207
3187,0.396391,0.438144
3188,0.408222,0.301003
3189,0.351993,0.615511
3191,0.336629,0.332229
3193,0.474345,0.484457
3195,0.437995,0.177588
3196,0.427653,0.637432
3197,0.408477,0.379251
3198,0.193232,0.062129
3199,0.159859,0.537931
3200,0.269667,0.500548
3201,0.338374,0.410092
3202,0.145625,0.092003
3203,0.343958,0.629089
3204,0.196421,0.431823
3205,0.408783,0.480071
3206,0.158594,0.222266
3207,0.366758,0.161883
3209,0.340846,0.297934
3210,0.362285,0.324354
3211,0.364355,0.42941
3215,0.23814,0.471291
3216,0.493336,0.434802
3217,0.180738,0.081823
3218,0.308589,0.502973
3219,0.205552,0.092936
3220,0.259618,0.475407
3221,0.272795,0.442111
3222,0.201286,0.38441
3223,0.332331,0.078053
3224,0.168055,0.511721
3225,0.419018,0.470872
3226,0.24926,0.394231
3227,0.323099,0.547994
3228,0.347552,0.566952
3229,0.357583,0.393867
3230,0.176034,0.112061
3231,0.096924,0.452096
3232,0.335651,0.406978
3233,0.360932,0.111902
3236,0.370475,0.135064
3237,0.40145,0.205562
3238,0.358058,0.786461
3240,0.353813,0.64495
3241,0.377196,0.328018
3242,0.350707,0.439862
3243,0.303829,0.691513
3244,0.408644,0.11648
3245,0.317888,0.281007
3246,0.413892,0.085074
3248,0.240684,0.501712
3249,0.326597,0.49377
3250,0.425494,0.654774
3251,0.163053,0.39601
3252,0.436136,0.529953
3253,0.379049,0.106808
3254,0.415432,0.440829
3255,0.352221,0.520064
3256,0.232234,0.474474
3257,0.351793,0.412482
3259,0.407829,0.659671
3260,0.44546,0.383788
3261,0.420383,0.618152
3263,0.168011,0.157557
3264,0.414692,0.413939
3265,0.327893,0.461655
3266,0.359872,0.435479
3267,0.370772,0.501337
3268,0.362077,0.293187
3269,0.210713,0.308657
3270,0.312104,0.139527
3271,0.392296,0.112191
3272,0.364172,0.379942
3273,0.418572,0.36695
3274,0.434258,0.364599
3275,0.348802,0.425001
3276,0.386823,0.456962
3277,0.2031,0.445644
3278,0.373212,0.512729
3281,0.434505,0.441154
3283,0.368425,0.419509
3284,0.127714,0.077436
3287,0.143611,0.085368
3288,0.371844,0.413036
3289,0.333456,0.122453
3290,0.38321,0.662274
3291,0.346902,0.514258
3292,0.390195,0.058532
3293,0.227221,1.0
3295,0.401236,0.353166
3296,0.324083,0.046934
3297,0.355742,0.291311
3298,0.321758,0.404331
3299,0.359335,0.301651
3300,0.424211,0.53659
3301,0.321366,0.483068
3303,0.379819,0.132318
3304,0.344127,0.552299
3305,0.273642,0.483482
3306,0.309614,0.151228
3307,0.222043,0.197994
3308,0.297924,0.486634
3309,0.062168,0.042098
3310,0.336438,0.136615
3311,0.355172,0.316369
3312,0.31858,0.675966
3313,0.30124,0.44276
3314,0.415046,0.45092
3315,0.33881,0.101504
3316,0.280243,0.590277
3317,0.287925,0.485732
3318,0.407042,0.11142
3319,0.344655,0.451138
3320,0.323992,0.472548
3321,0.35896,0.115818
3322,0.329269,0.105551
3323,0.386514,0.423059
3324,0.33477,0.321843
3325,0.309991,0.383113
3327,0.362997,0.80743
3330,0.083998,0.022204
3331,0.300365,0.141739
3333,0.401761,0.345365
3335,0.420526,0.450301
3336,0.18624,0.072633
3337,0.383146,0.304379
3338,0.206575,0.391849
3339,0.340777,0.543412
3340,0.494334,0.432144
3342,0.122012,0.543378
3344,0.364692,0.480633
3345,0.307164,0.067883
3346,0.371578,0.600058
3347,0.47543,0.492182
3349,0.362425,0.482868
3350,0.128465,0.238885
3351,0.38948,0.664642
3352,0.398286,0.445084
3353,0.431855,0.481539
3354,0.283054,0.113886
3356,0.454951,0.452827
3357,0.402919,0.118892
3358,0.38182,0.479098
3359,0.36366,0.107928
3360,0.300874,0.673654
3362,0.403063,0.462199
3363,0.138065,0.093493
3364,0.297055,0.204119
3365,0.437244,0.486111
3366,0.291681,0.08093
3367,0.096914,0.075882
3369,0.158724,0.401148
3370,0.470381,0.433893
3371,0.414456,0.349136
3373,0.260778,0.387548
3374,0.350969,0.450738
3377,0.388524,0.5644
3378,0.355515,0.302571
3379,0.116922,0.398223
3380,0.345894,0.138047
3381,0.301817,0.53881
3382,0.395124,0.413951
3383,0.367593,0.603031
3385,0.476177,0.400962
3386,0.44953,0.518919
3387,0.294066,0.202464
3388,0.331452,0.37499
3389,0.363461,0.488862
3390,0.363487,0.432404
3391,0.409047,0.38455
3392,0.342346,0.101604
3394,0.351843,0.227514
3396,0.271313,0.466399
3397,0.395375,0.440283
3398,0.357512,0.241004
3400,0.190811,0.040805
3401,0.304075,0.4666
3402,0.157293,0.405083
3403,0.444258,0.117513
3404,0.321719,0.148475
3405,0.223337,0.662499
3407,0.388726,0.466783
3408,0.279161,0.15163
3409,0.356749,0.470371
3410,0.137073,0.543427
3412,0.354271,0.333502
3413,0.286263,0.405147
3414,0.471123,0.479808
3415,0.328499,0.647373
3416,0.312993,0.114328
3417,0.41066,0.414646
3419,0.336813,0.303754
3420,0.259909,0.664463
3421,0.304327,0.47942
3422,0.355761,0.569285
3426,0.473303,0.38889
3427,0.474335,0.438506
3428,0.118192,0.073166
3429,0.120474,0.043658
3430,0.49084,0.395467
3431,0.407454,0.509821
3432,0.255355,0.112249
3433,0.159299,0.419689
3434,0.301107,0.394198
3435,0.25969,0.711707
3436,0.367893,0.228801
3437,0.316346,0.40929
3438,0.310517,0.500464
3439,0.4037,0.459451
3442,0.39261,0.430264
3443,0.104303,0.084218
3444,0.360743,0.303888
3445,0.357296,0.112512
3447,0.405639,0.322472
3448,0.341125,0.571958
3449,0.295797,0.129689
3451,0.377039,0.458303
3453,0.399525,0.19752
3454,0.184058,0.072667
3456,0.333665,0.089912
3457,0.351934,0.485121
3458,0.403766,0.124518
3459,0.137856,0.204116
3460,0.370651,0.397592
3462,0.398383,0.056067
3464,0.285011,0.126407
3465,0.363945,0.125423
3466,0.334043,0.494063
3467,0.25526,0.443588
3468,0.41218,0.13149
3469,0.20438,0.093514
3470,0.172225,0.495354
3472,0.163074,0.102181
3473,0.388842,0.402671
3474,0.320806,0.505868
3476,0.121386,0.348089
3478,0.271731,0.53069
3479,0.392328,0.299524
3480,0.315835,0.438585
3481,0.368633,0.59629
3482,0.374791,0.468966
3483,0.194028,0.014861
3486,0.351287,0.652974
3487,0.277308,0.54069
3488,0.404846,0.445129
3489,0.20361,0.0666
3490,0.167703,0.033834
3491,0.326201,0.305372
3492,0.346906,0.412891
3493,0.322,0.076855
3494,0.321722,0.508942
3495,0.263141,0.465164
3496,0.243034,0.300706
3497,0.341114,0.152952
3498,0.495087,0.54435
3500,0.375799,0.116518
3501,0.330601,0.144612
3502,0.329864,0.542027
3503,0.377621,0.441083
3504,0.256223,0.558766
3506,0.321752,0.628684
3507,0.434801,0.322668
3509,0.445653,0.433758
3510,0.227254,0.365795
3511,0.147446,0.223559
3512,0.39215,0.380404
3514,0.133126,0.483945
3515,0.351762,0.503674
3516,0.189297,0.084978
3517,0.158002,0.229687
3518,0.307315,0.285398
3519,0.317618,0.395371
3520,0.337818,0.198591
3521,0.319522,0.026892
3522,0.259712,0.41593
3523,0.480735,0.433073
3524,0.218215,0.4641
3525,0.39146,0.469279
3526,0.326232,0.117655
3527,0.285213,0.519598
3528,0.246652,0.2803
3529,0.407956,0.486668
3530,0.41744,0.635389
3531,0.137275,0.053425
3532,0.344919,0.217956
3533,0.26648,0.39329
3534,0.253182,0.114602
3535,0.366039,0.324867
3536,0.322301,0.430927
3538,0.326452,0.297955
3540,0.180779,0.281762
3541,0.401122,0.115489
3543,0.272153,0.14269
3545,0.25504,0.484669
3546,0.343797,0.385749
3548,0.288263,0.465759
3549,0.272602,0.699382
3550,0.342175,0.544475
3551,0.317608,0.508859
3552,0.084007,0.04255
3553,0.25527,0.516073
3555,0.3052,0.139899
3556,0.27298,0.141567
3557,0.446385,0.384616
3558,0.179702,0.062733
3559,0.411282,0.065938
3560,0.386954,0.81352
3561,0.341076,0.473622
3562,0.216116,0.40559
3563,0.415201,0.500044
3564,0.200075,0.000902
3565,0.423403,0.476046
3566,0.412992,0.11074
3567,0.360184,0.323563
3568,0.080665,0.171298
3569,0.41567,0.446383
3571,0.37124,0.283056
3572,0.336215,0.339217
3573,0.388224,0.451376
3574,0.256669,0.259209
3575,0.32178,0.138264
3576,0.217368,0.229263
3577,0.462522,0.377574
3578,0.326953,0.186381
3579,0.377297,0.299184
3580,0.338313,0.116431
3581,0.353691,0.492769
3582,0.411829,0.491554
3583,0.42881,0.662666
3585,0.095691,0.119038
3586,0.426306,0.502379
3587,0.321442,0.486944
3588,0.093756,0.364852
3589,0.283469,0.139054
3590,0.285617,0.357719
3591,0.175949,0.096119
3592,0.110127,0.545489
3593,0.374879,0.532316
3594,0.194323,0.284805
3595,0.377224,0.132741
3596,0.362046,0.13284
3597,0.414773,0.322559
3598,0.38882,0.300304
3599,0.061206,0.053813
3600,0.44725,0.491373
3601,0.322356,0.60272
3602,0.387417,0.40422
3603,0.46369,0.449574
3604,0.259103,0.558616
3605,0.085862,0.026077
3606,0.456942,0.489391
3607,0.258203,0.455477
3608,0.127126,0.53293
3609,0.440273,0.472438
3611,0.14249,0.053669
3612,0.385643,0.129696
3613,0.380174,0.294435
3614,0.297487,0.469311
3615,0.353635,0.391541
3616,0.104778,0.118318
3617,0.177389,0.439157
3619,0.380214,0.561965
3620,0.414811,0.116049
3621,0.322259,0.416167
3622,0.425413,0.121706
3623,0.326829,0.075612
3624,0.281401,0.301479
3625,0.302867,0.298505
3626,0.34245,0.403287
3627,0.369375,0.696915
3628,0.259156,0.545329
3629,0.19292,0.273516
3630,0.41205,0.563571
3631,0.34362,0.371522
3633,0.383121,0.306066
3634,0.407057,0.119053
3635,0.422945,0.447568
3636,0.403559,0.52579
3637,0.135238,0.486254
3638,0.216474,0.34683
3639,0.383557,0.410063
3640,0.323871,0.485408
3641,0.379297,0.123919
3642,0.342378,0.144464
3643,0.270238,0.110445
3644,0.24232,0.279904
3645,0.400243,0.389831
3646,0.300187,0.484194
3647,0.416807,0.399845
3648,0.44477,0.392058
3649,0.439237,0.294495
3650,0.309297,0.116433
3651,0.324386,0.437282
3652,0.424999,0.772143
3653,0.257225,0.529418
3655,0.30102,0.066881
3656,0.125981,0.10976
3657,0.200581,0.08117
3658,0.291214,0.147575
3661,0.343491,0.568705
3662,0.366673,0.385903
3663,0.431598,0.533372
3664,0.398391,0.463652
3665,0.259702,0.633825
3666,0.101533,0.233286
3667,0.288494,0.439159
3668,0.208205,0.396502
3669,0.36021,0.473925
3670,0.381726,0.409506
3671,0.172395,0.030873
3672,0.336058,0.482214
3673,0.434785,0.46581
3674,0.304253,0.435683
3677,0.36422,0.118585
3678,0.360048,0.115928
3679,0.416995,0.457556
3680,0.161189,0.326101
3681,0.379553,0.11026
3682,0.456107,0.454255
3683,0.281587,0.443585
3684,0.361308,0.425842
3685,0.33024,0.419738
